title,artist,tag,lyrics,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
Pun It,Romyo,rap,"Flipping bitches like paper in a book, left and right eye-ballin like kobe shades look these crooks
Can't even jock my swag style cause they swag on death row nigga like the green mile
I see, the stairway to heaven but I ain't walking like Curtis Jackson to rap, I'ma keep talking
Running my mouth forces on my rhymes jordans my words the top of the line like school for a nerd you heard?
Or about to hear what I got to dish out but in this kitchen I'm the chef my food won't be spit out
It's Good like Meagan quick to the point like a pin ,call me Ray J, I be in a car dashiiiing
Uh huh and if you want to try me we can duel like yugioh, blue eyes white dragon talking
Rapping like I should be at Subway or Pita Palace no H-O-M-O no gay but aye
This song ain't got no real message not a text, no inbox but you will fucking get it
My flow be similar to your girls pussy, only good when it's coming out of me, no bookie but
You should place a bet on Romyo up for R.V.P 2-0-1-0 go race to the polls
Get your fucking vote in, it's pull a hoe Romyo relieving the recession...",0,0,0,0,0,0,1,0,1,0
1 Time,Lil B,rap,"Angels Exodus
This for anybody who ever lost somebody
Yo, Mistah F.A.B
Bay Area, West Side I see you
Keep your head up, this for you

My brother lost his Momma
I don't know how he made it
I'm just praying that he make it
I know he will
Mistah F.A.B. be in my prayers forever
Nigga, I never die a hater
Start to think about my life and all the time passing
Can't take nothing back so living with it
Feel gifted for the breath that I'm breathing
Living on borrowed time if you need a reason
Niggas say heaven and hell, but I don't believe it
Just believe in spirits
Just believe in breathing
Please help me if I walk the crooked path even
Please help me if I leave when the pastor speaking
Even though I listen to him for the inspiration
I know life real and we separated
But we gotta get together before the game's over
R.I.P all the angels and the fallen soldiers

One time, oh one time, yeah
Give it up for the people we lost
Spread love for the people that's gone
One time, oh one time, yeah
Give it up for the people we lost
Spread love for the people that's gone
Lil B

The biggest tax seeing the death of a family member
The mourning process
January to December
Cold nights hell feeling like hell in November
Where's my thoughts
I don't remember
Even though I look happy
I'm still a beginner
Even though I pray to God
I'm still a sinner
One day I'll realize that this time is precious
No movie, real life living like I'm Precious
Bad food, bad family
Dealing with depression
A lot of unprotected sex
Didn't learn my lesson
Please just let me
Life with no judgment
Please let me live my life with no fussing
I already think I'mma die from the way I'm living
I'm by myself eating fast food on Thanksgiving
Just a picture of what I'm doing on a daily basis
R.I.P. the fallen soldiers
Now heaven's angels

One time, oh one time, yeah
Give it up for the people we lost
Spread love for the people that's gone
One time, oh one time, yeah
Give it up for the people we lost
Spread love for the people that's gone
Lil B",1,0,1,0,0,0,0,0,0,0
All  All Together,Kano,rap,"When we crawl, when we step, when we fall in love
I know theres nothing more that we can want
But to crawl, but to step, but to fall as one, All and All Together
When we crawl, when we step, when we fall in love
I know theres nothing more that we can want
But to crawl, but to step, but to fall as one, All and All Together

Dance together, laugh together, unstoppable when we are together
Friends so young we could have bathed together
We played out, we top and tailed together
Riding a bike in the ends, Barking Odeon we snuck in
We took Shayne's car for a day, car came back, no plates
We could kick back in the kitchen, thinkin of ways we could make a killing
Up on a stage at Palace Pavilion
Boys love girls I bust my new riddim'
We were just friends to the death, Share 1 pound, 1 pad, 1 pen
Pick me up in a stolen, this was the friendship that couldn't be broken

When we crawl, when we step, when we fall in love
I know theres nothing more that we can want
But to crawl, but to step, but to fall as one, All and All Together
When we crawl, when we step, when we fall in love
I know theres nothing more that we can want
But to crawl, but to step, but to fall as one, All and All Together

My friends don't call me
My friends don't care
Me and my girl keep beefing
I think were almost there
Till' the end, been a good innings
I wanna be alone, this world I can't live in
Sofa sitting on my own, silent staring at my mobile phone
Should of pressed his name but I don't
Or when it says connecting I'm froze
And were suppose to all be boys, I can't believe it's come to this point
Destroyed
This must get better cos' I'm oh so fed up
We should be all for one all together
We were the 3 Musketeers but better, where did we mess up?
Where did it all go wrong, every other week its the same old song
Gone are the days when we rave just cos', chilling, jokes, laughs, bond
But now its just awkward, keep looking back but I wanna' move forward
Now I move cautious, this is just foolish, we were happy then broke, this is bad fortune

When we crawl, when we step, when we fall in love
I know theres nothing more that we can want
But to crawl, but to step, but to fall as one, All and All Together
When we crawl, when we step, when we fall in love
I know theres nothing more that we can want
But to crawl, but to step, but to fall as one, All and All Together
When we crawl, when we step, when we fall in love
I know theres nothing more that we can want
But to crawl, but to step, but to fall as one, All and All Together",1,1,0,0,0,0,1,1,0,1
Not Tonight Ladies Night Remix,Lil' Kim,rap,"Uh, yeah
Uhh, here's another one, and another one
Yeah
Lil' Kim, the Queen Bee

It's ladies night, what
It must be Angie on the mic
The Butter P honey got the sugar, got the spice
Roll the L's tight, keep the rhymes right
Yo, I just made this motherfucker up last night
And uhh... I'm the rookie on this all-star team
Me and Kim is gettin' cream, like Thelma and Louise, but on chrome
Never leave that Brooklyn shit alone
So if you say it's on, then it's on

Bang this in your whips
Platinum-coated Rollie with the chips in the wrists
Here's a French kiss
I dismissed all you chicks
Split six from the four-fifth
Make you dance, ow
I stay focused, in the dopest
Like a penny with a hole in it, y'all just hopeless
And toke this, I ain't lyin'
Niggas trying to knock me off, keep tryin'
All it takes is one phone call to my street team
Promote that ass, like a soundtrack New Jack Ci-tay
Set It Off with the eight-fitay
Y'all missin' the buck, with the fuck
Bump Biggie in the truck and the buck to my thorough bitches
Lemme see ya do the Bankhead if ya richest
It's the rap Mae West, the Q-B
And I got all my sisters with me

Oh this is ladies night, and our rhymes is tight
Oh this is ladies night, oh what a night
Oh this is ladies night, and the feel is right
Oh this is ladies night, oh what a night

Uhh, never the one, packin' a gun
Got some other raw chicks for that, lay dat ass flat
I be the one chokin' ya paragraphs, with laughs
Getcha back up on the right path
Ain't no stoppin' me ladies from club hoppin' gets my rock on
From flavors still frozen at Paradise joint
Booty shakin' with the glass in my left one
Right-hand sayin' step-son
To me my girls is fancy fly bitches
To my niggas straight snitches and to them other chicos
Lady pimp ain't havin' that shit
If you ain't got the cash to stash, suck my dick hoes
Strictly a bell ringer
Lay another finger on this big bad wolf miss lady rap singer
I be the one to blame as the flames keep risin'
To the top and it don't stop

Oh this is ladies night, and our rhymes is tight
Oh this is ladies night, oh what a night
Oh this is ladies night, and the feel is right
Oh this is ladies night, oh what a night

Y'all see, how these bogus niggas
Try not to notice the dopest bitches
Approachin' with good intentions
But focusin' on they riches
If it's, too hot then get the fuck up out the kitchen
Niggas dicks, stay lifted when they thinkin' of me
Cause the rhythm I kick, puzzle 'em like arithe-ma-tic
Fillin em with, sluggers off the nine milli luger clip
Bitches bust, we just, keep kickin' up dust
And you can spread rumors
Shit is makin' me sicker than head tumors
Humor me, by huggin' me sayin' you lovin' me
Bet ya phony niggas be buggin', I can tell
Cause the thug in me wanna sell drugs and push keys
Need to get me mo' of deez, VV's and M3's
Smoke weed from overseas pimped out styled Rol-eys
Fuck the police keep my wallet obese
Who the Windy City woman still comin' and gunnin'
Straight from the Chi?
Tonight's the night for all the ladies, let's get high

Oh this is ladies night, and our rhymes is tight
Oh this is ladies night, oh what a night
Oh this is ladies night, and the feel is right
Oh this is ladies night, oh what a night

Ayo Kim, heh heh, yaknowhatI'msayin?
I ain't even gon' leave without sayin' sun'un on this track
You ain't gonna use me to just be singin' hooks
What I look like?
Patti LaBelle or somebody, nigga? Heh heh
Check it out, uh huh, yeah

Oh what a night
You should be like Missy 'stead of bein like Mike
I like to ride ponies instead of ridin' bikes
Me and Lil' Kim got the rhymes to incite
I gotta catch a flight, uh heh heh, around three-ish
Niggas can't see us from Elektra to Undeas
Ow, niggas wanna be us
Heh, I'm out hehe

Ladies night
Ladies night
Ladies night
Ladies night",0,1,0,0,0,1,0,1,0,0
Yall Dont Know,Master P,rap,"Say brah
In this game called life
It's charces , decisions, and consequences
I decided to change my life, for the better
So anybody that's out there seeking conviction
Because of profanity in my music
Then you don't understand me or my people
See my music is about keepin it real
It's about the constant struggles that I been through in the ghetto
So cain't no man or woman convey the sounds that I make..
It don't get no realer than this

- singing while P speaks
Y'all don't know what we goin through
Y'all don't know what they put us through
Y'all don't know what we goin through
Y'all don't know what they put us through

Too many problems I can't sleep, you either strong or you weak
See I was born to be a G, that's why I learned to flip a key
From the cradle to the grave, you either a master or a slave
Now who wanna get paid? But I'ma a hustler til I'm dead
Fuckin wrong road but it's the right route..
Now picture me with the lights out!
Who can I turn to when time's hard?
Trust in no nigga, put my faith in God
Cause penetentiarIES, stayed packed
Once you on the bus you might not come back
To my homies doin time, keep your head up
And to my soldiers on the street, don't get fed up
Sometime we do bad, but we all in it
You gotta learn to dream, cause there's No Limit, ya heard me?

Don't treat me like a disease, cause my skin darker than yers
And my environment is hostile, nuttin like your suburbs
I'm from the ghetto, home of poverty - drugs and guns
Where hustlers night life for funds but, makin crumbs
In the slums in the street, in the cold in the heat
Rest in peace and then deceased but we still strugglin while you sleep
And the game never change it's still the same since you passed
We get beat and harassed, whenever them blue lights flash

To the little homies in the hood, claimin wards and wearin rags
Tryin to feel a part of a family he never had
And it's sad, I feel his pain, I feel his wants
To avoid bein locked up, there's do's and don'ts

Use your head little soldier, keep the coke out your system
That ? out your veins, that won't do away with the pain
Only prayers will get you through, ain't no use to bein foolish
Ain't got one life to live, so be careful how you use it

Haha.. the mo' money you make, the mo' problems you gon' have
The mo' people gon' want, the mo' they gon' wanna take it from you

So keep your eyes open

There ain't No Limit, ya heard me?

(Picture me ballin.. think they wanna see a ghetto child
Comin out the Callio' project, makin Forbes magazine, Fortune?
Huh, think they wanna see, a ghetto kid like me, make it in the NBA?
Huh, picture me ballin.. uh-huh, picture all of us ballin
Picture the haters fallin though, uh-heh
It ain't No Limit ya heard me?)",0,0,0,0,0,0,0,0,1,0
Who Down to Ride,Master P,rap,"Told y'all I was gon' let them niggas run that beef shit til I get tired of it
Then I'mma put them motherfuckers to sleep - you got them extra heaters nigga?
Let's go ride

Who the fuck, that is, on the side of me
Yo who the fuck, that is, down to get high with me
Yo who the fuck, that is, down to ride with me
Yo who the fuck, that is, down to die with me
Yo who the fuck, that is, on the side of me
Yo who the fuck, that is, down to get high with me
Yo who the fuck, that is, down to ride with me
Yo who the fuck, that is, down to die with me

I'm feelin sick, I done swallowed a fuckin rock
I ain't even runnin, here comes the cops
I got my soldier gear on, and I'm motherfuckin ready
You Nightmare on Elm Street, you Jason and I'm Freddy
We got a job to do, then it's a motherfuckin lick
Fifty G's on his ass, then it's a motherfuckin split
Me and my homies gon' smoke and when we get done we gon' get blunted
And after we handle our business, we gonna chase after some honies
Nobody fuckin move, nobody get hurt
Don't make me put your face on a motherfuckin shirt
I'm from the 3rd Ward, where we all crack skulls
And we don't give a fuck cause we all toss broads
Now if you snitchin, then they gon' find you in a ditch
But if you bitchin, then they gon' find you with some dick
Nigga we Uptown, where the lights don't shine
But with the pistol, and this chrome, watch yo' ass get blind
By these youngster that I hang with, I mean these niggas I sang with
We all soldiers for life nigga, we on some gang shit

A maniac killer, I'm the nigga quick to rip it up
So buck and get fucked stuck like Chuck bitch, now that ass is out of luck
I'm from the ruts of the city strictly ghetto born
Swoll up hard so you haters best be gone
Or he gone like that, I'm tragic on your street
I got what it take to get the Glock that knock you off your fuckin feet
I be the terror in the dark just like a thief
Releasin the beast, be deceased, all increase, uhh
T-E-C N-I-N-E, relieves to any problem
I got the fuckin cop killers nigga you can't dodge em
Like a mirage I'm the nigga you think you be seein
I'm leavin em stinkin I'm leavin em invisible even up when they dreamin
You don't where I went, or how this nigga gon' be on that ass
And blast, gimme the mic, I'mma show you what I mean froggy fat
But clean as a mouth full of Listerine
Unseen supreme the king, indisputable
Inflictin pain, even my name is immutable
My game is beautiful, fuck with me and I'll murder you",0,0,0,0,0,0,0,0,0,0
Stillmatic Freestyle,Nas,rap,"Ayo Nasty Nas, what up?
~Ain't nothing, a lot of cowards fronting
I hear what you're saying, but yo, this is all love for me, you know?
~No doubt, smoke them cowards, you stillmatic

Ma, I'm sorry who the fuck I am, I can't trust my fans
Out of luck, no constructive plans
My friends stay powdered up, I'm so drunk, can't stand
You said if I would sober up, I'd be a powerful man
Turned out the street life, you prayed I wouldn't
But every church in the world can't save our children
I stayed out late, you heard shots, thought it would be
Your oldest son on the ground dead, but fortunately
Them bullets had some other names on it, the brother was blind
I hit the L, then, we yell out, ""It wasn't my time!""
I loaded up shells, one by one
You smelled blunts from my room door, little Nasir was at war
And little did I care what you saw
Crew deep with a few heat, now it's time we settle the score
But in the projects, I vision Muhammad, in linen garments
Preaching man, woman, and child, the living Prophet
And I'm similar, Nasir Bin Olu Dara Visqu Allah
Fistful of dollars in the dice game, God
The Ice King, God, the Black Christ, elegant stance
Clothes fit me like a crime boss, the medicine man
I see the world collapsing, young pregnancies
Young girls are unfastening their Sasoon jeans, no prophylactic
All this fast shit and fly jewelry, now makes my eyes teary
N.Y. City, grab a hold and ride with me
Rip the Freeway, shoot through Memphis with Money Bags
Stop in Philly, order cheesesteaks and eat Beans fast
And bring it back up top, remove the fake king of New York
You show off, I count dough off when you sample my voice
I rule you—before, you used to rap like the Fu-Schnickens
Nas designed your blueprint, who you kidding?
Is he H to the izz-O, M to the izz-O?
For shizzle, you phony, the rapping version of Sisqo
And that's for certain, you clone me, your wack clothes line
I'd rather Sean John, you bore me with your fake coke rhymes
And those times, they never took place, you liar
Un was your first court case, you had no priors
You master-fabricated stories of streets and sound slick
Have you surrounded, you and the faggots you down with
While they riding Nas, trying to boost their careers
Corny as Cormega, all you hip-hop queers
Since Illmatic, It Was Written, I Am Nastradamus
That's the answers to the puzzle I gave you; now, here's a promise
My next few albums—instead of projects
They'll be a difficult test inside the cover for the mind's optics
Come in my hood, but bring the guns with you, it's dark
Headed through Brooklyn, Queens, Harlem, Staten, and Bronx
Headed through Compton, Oaktown, South Central, and Watts
New Orleans, Mississippi, Chi-town, every block
I'm trying to have my positive ways, I put my rhymes on page
Did crimes and headline on stage
I signed a contract, so here it is, you have it
Street's Disciple, I'm Stillmatic

You make me feel so good",0,0,0,0,0,0,1,0,1,0
La foule,Youssoupha,rap,"Jette, jette, jette, jette ton Y l’air
Jette, jette, jette, jette ton Y l’air
...jette, jette, jette, jette ton Y l’air
Et la foule se met à chanter
Lalalalalalalalalalallalalalallala

Moi, moi, moi, moi c’est pas du crunk que j’ te propose
J'fume ni d'blunt ni même popo, mais le public part en jump ou en pogo
Poses poses le cro-mi si t’es venu calomnier
La foule sait faire du bruit pour accueillir le prims parolier
Yeah dès le départ les mêmes cris, disgrâce ou mainstream
Lyrical, le même crime
Dis pas que c’est la crise ou j’me fâche mec
Les vrais taureaux prennent du poids même dans une période de vache maigre
Merde vous bougez la tête en scred par millions
Eh refré c’est le reflet de l’effet papillon
Fais pas de timinik
J’ai remis les pendules du Rap à l’heure, du coup on m’appelle le rappeur de Greenwich
Pas de long speech mon son sur ton Itunes
Je suis un nègre avec de l’attitude tu peux m’appeler Ice Cube
Ça me plait beaucoup d’être celui que les pipelettes emmerdent
M’en fous tant que la foule jette son Y en l’air

Jette, jette, jette, jette ton Y l’air
Jette, jette, jette, jette ton Y l’air
...jette, jette, jette, jette ton Y l’air
Et la foule se met à chanter
Lalalalalalalalalalallalalalallala

Mon son fait boum douleur animale, zoom sur la capitale
Tourne en récital et vise les jalouses dans les cervicales
T’es impatient de voir ma chute lyricale
Autant attendre le jour où Nicki Minaj portera le niqab
Délicat slalom entre les détracteurs
Je parle à l’homme pas à l’acteur wesh alors t’es un gratteur ma gueule ?
Mets pas ton zen dans mon ness–bi t’as la même tête que E.T. comme cet apprenti de Nessbeal
MC joue pas les Obiwan bienveillant
Devant les padawans tu maniais le micro–laser en bégayant
C’est effrayant même tous tes gars l’affirment
De voir qu’à 32 piges pour vendre des disques tu cherches à pomper le style à La Fouine
Faut que tu te méfies je suis réactif à tous les niveaux mec
Même si c’est vrai que cette histoire fallait pas que je m’en mêle
Reconnais que je suis ton kheye, que la rancune s’enlève, viens dans mes
Concerts et jettes ton Y en l’air

Jette, jette, jette, jette ton Y l’air
Jette, jette, jette, jette ton Y l’air
...jette, jette, jette, jette ton Y l’air
Que la foule se met à chanter
Lalalalalalalalalalallalalalallala

Mon rap un plaidoyer inexpliqué, bomayé étiqueté
Obama de Paname on se ballade en équipe, eh !
Nos portraits sont pistés, procès pour mes disquiers
Décalage et panache à nos ganaches et les guisedés
Pas besoin de sniffer, pas besoin d’être lifté
Au cœur des rappeurs qui ont si peur de prendre des risques, eh !
Un mal pour m’éclipser, un mic pour exister
Assumez que j’l'ai fumé alors allumez vos briquets
Préviens tes mecs que quand il y a Youss, il y a Sams
Dj Stresh et S.pi qui vont avec
Et sur scène on est de la grande école
En 2010 j’ai tellement tourné j’aurais pu gagner le Vendée Globe
C’est pour les gosses dans la fosse et les cailleras opés
Qui chantent en force et font des concerts un karaoké
Pour les p’tites meufs qui soutiennent toujours de toute manière
Et ceux sapés en punchline un Y en l’air

Jette, jette, jette, jette ton Y l’air
Jette, jette, jette, jette ton Y l’air
...jette, jette, jette, jette ton Y l’air
Que la foule se met à chanter
Lalalalalalalalalalallalalalallala",0,1,0,0,0,1,0,0,1,0
Return to Innocence,Das Racist,rap,"It's not the beginning of the end
It's a return to yourself - a return to innocence

Really though
Frat dudes is like juggalos
Underrated in the game like Mark Ruffalo
I rock well like Sam and people love it, yo
At the crib I steady stack bills like buffalo
I'm dumb but flow and you planning what I done before
You can't see me, your CD is CB number 4
Shining on my block, catch you and I run it yo
Basically all you wack rappers is who I'm gunning for
India Jones, nice with mine plus the punchline
On the lunch line I munch mines when it's crunch time
Dumb rhymes, flows for days, yes I got several raps
Mixtape was just us but now we work with several cats
I still live off severance cash, self aware and reverent cats
Das Racist is running rap
Run with that or run it back
Run with that or run it back
Run it, run it back

Yeah
How come EBT cop Cheetos but not hot coffee?
Same reason Biggie and Pac got shot, probably
Ocky, box with a ox, jokes, not me
Cocky, papi
Charles Bugatti flossy
Feet more fleet than Bob Fosse
Bob Ross couldn't even copy the original
On ritalin for a phrase spinach and soil main cobra fang
Coil, Tesla, extra, extra
Viper arm Vespa
Tiger balm chest rub
Biters warm, less hot
Mexican hot chocolate
2pacalypse wild, knock a bitch down
Out his bitch chair illest Latin rapper with bitch hair
Believe me, it's there
No Schrodinger, dumb thinker
A real humdinger of a blue-eyed soul singer
Jelly roll bringer, sword swinger
Vagin-ae scented finger
You don't really want it with Kool A.D
A.K.A. Victor Vazquez
Second best rapper with glasses after E-40
Rolling with three shorties
Pop X with dinner, we'll be rolling till 3:40 or 4 or more
Vitamin C than a grocery store
What you joking me for?",0,0,0,0,0,0,0,0,1,0
Papermill,Madvillain,rap,"All day

Be celibate, out of his element
Madvillain never forget like a elephant
Any bent 'cept, idle threats all irrelevant
Get your man's wallet, tell him ""found it"", and sell him it
Well writ, as well as well spit for the hell of it
Before the shell hit
Etiquette, spell it
Pumpin dumplins a hundred and sumthin sumthin
Forest Gump chumps get clumps of nuttin' for nuttin'
Tourist, show 'em where the shore is where the shark's at
Hold up, spark that, park rat
Stirred not shaken
Absurd verbs since word to hot bacon
Wrote this rhyme on standard sand paper
Worked out the plan and plot for grand caper
Vil on the cover of Playbill
Grillin' make ya mother say ""Ill, hey will ya!?""
Ten feet at least, the beast may still ya
Yeah I feel ya
Hey, hey what's better than the healer yet worser than tequila?
A money-gettin' nigga that's thirstier than a squealer
I guess you had to be there, there was free beer
Last of the Ansars
On the microphone, cyclone, like Myanmar
Hand in the jar, got stuck, took it
Use the glasses, juxed a pot luck, crooked
Flashed and not lookin'
Four words: Cash on the spot... bookin'
Howdy
Never too loud for me, too rowdy and too black and too proud to be
And he's Audi
Last seen with a Queen
Lakum Dinukum Waliyadin
Nah mean?",0,0,0,0,0,0,0,0,1,0
Accordion,Madvillain,rap,"Living off borrowed time, the clock tick faster
That'd be the hour they knock the slick blaster
Dick Dastardly and Muttley with sick laughter
A gun fight and they come to cut the mixmaster
I-C-E cold, nice to be old
Y2G stee twice to threefold
He sold scrolls, lo and behold
Know who's the illest ever like the greatest story told
Keep your glory, gold and glitter
For half, half of his niggas'll take him out the picture
The other half is rich and it don't mean shit-ta
Villain: a mixture between both with a twist of liquor
Chase it with more beer, taste it like truth or dare
When he have the mic, it's like the place get like: ""Aw, yeah!""
It's like they know what's 'bout to happen
Just keep ya eye out, like ""Aye, aye, captain""
Is he still a fly guy clapping if nobody ain't hear it?
And can they testify from in the spirit?
In living, the true gods
Giving y'all nothing but the lick like two broads
Got more lyrics than the church got ""Ooh, Lord""s
And he hold the mic and your attention like two swords
Either that or either one with two blades on it
Hey you, don't touch the mic like it's AIDS on it
It's like the end to the means
Fucked type of message that sends to the fiends
That's why he bring his own needles
And get more cheese than Doritos, Cheetos or Fritos
Slip like Freudian
Your first and last step to playing yourself like accordion

When he at the mic, you don't go next
Leaving pussy cats like why hoes need Kotex
Exercise index, won't need Bowflex
And won't take the one with no skinny legs like Joe Tex",0,0,0,0,0,0,0,0,1,0
Hit the Lights,Jay Sean,rap,"Oh-oh-oh
Oh-oh-oh
Oh-oh-oh
Oh-oh-oh
Hit the lights
Oh-oh-oh
Hit the lights
Oh-oh-oh
Hit the lights
Oh-oh-oh
Hit the lights, hit the lights

Baby, hold it
And let me holla at you, baby, for a moment
And if you with it, I’m with it, we'll keep it rollin’
And we’ll be dancin' and drinkin' until the morning
Until the morning, morning
Starters going off
It’s so hot, there’s girls just taking all there clothes off
So take a picture of this moment with your iPhone
'Cause I don’t wanna forget tonight, night, night

Put your lighters in the air
Let 'em burn into the night
And let everybody know
That you're with it and your ready to go

So hit the lights
Hit the lights
Hit the lights
Tonight, tonight
So Hit the lights
Hit the lights
Hit the lights
Hit the light
Hit the light
Hit the lights

Come out the dark and let the DJ lead the way
'Cause it’s hot in the club now, so don’t let it stop now
So hit the lights
Hit the lights
Hit the lights
Oh, oh, oh
Oh, oh

YMCMB, bitches call me Tunechi Li
All them bitches think they fly and all them bitches flew to me
Hit the lights so you could see
My drink is strong, my hookah sweet
Understand the time is now, but time is up, the future's bleak
This beat is stupid cupid
Love me, leave me in the morning
If you like, your friend can join in
The wildest flower in the garden
Coolest nigga in the party
Shades on, dreads long
Blood gang, red zone
And I’m with Jay Sean

Put your lighters in the air
Let 'em burn into the sky
And let everybody know
That you're with it and your ready to go

So hit the lights
Hit the lights
Hit the lights
Tonight, tonight
So Hit the lights
Hit the lights
Hit the lights
Hit the light
Hit the light
Hit the lights

Come out the dark and let the DJ lead the way
'Cause it’s hot in the club now, so don’t let it stop now
So hit the lights
Hit the lights
Hit the lights
And everybody say

Tell 'em low, tell 'em high
Light it up to the sky
Tell 'em low, tell 'em high
Light it up to the sky

And everybody say
Oh, oh, oh
Oh, oh, oh
Oh, oh, oh

So hit the lights
Hit the lights
Hit the lights
Tonight, tonight
So Hit the lights
Hit the lights
Hit the lights
Hit the light
Hit the light
Hit the lights

Come out the dark and let the DJ lead the way
'Cause it’s hot in the club now, so don’t let it stop now

So hit the lights
Hit the lights
Hit the lights",0,1,0,0,0,1,0,0,0,0
Lady Killer,Kano,rap,"Watch how I steal her heart like and old school villain
Armed robbery slide down from the ceiling
Hand cuff her tie her up by the bed
Strip search her from the toes to the head
And no I ain't keep posing a threat
So you can forget the code word, code red
Shhhh don't tell nobody
'Cos everybody knows in former for dead
Creep in the club jump out of the van
Trap door back door hold up my gang
Looking for a target to swarm on
Get my Jason Bourne on
Your for real I'm for realer
I'm count Drac, you're dinner
Smooth criminal
But more like an 80s thriller 'cos I'm a lady killer

I love her like Ackee and hard food
I'm a teachers pet in the classroom
But I still attend detentions in the afternoon
So I can try steal her heart soon
She was like no at first 'till
I made her say oh yes like Churchill
She sends me pictures on the internet
Thats because I got the Lynx effect
She lets me break all the rules
Even let me skip class in the sports hall
I know Asher Roth said he loved college
But boy I love school
'Cos that lesson last week was awfully crazy I wish we taped it
'Coz she taught me things that I never knew and A stared me to 'cos I'm a lady killer

When I say I'm gonna kill a woman
Ii don't mean it literally
Seven links a week
One a day, I kill them instantly
And ever since 'Sing For Me'
I just told Kano that I've been mass murdering
I take a woman to the highest heights
And if she feels shaken up, tell her ""thats turbulence""
The last man weren't as fly as I
Every time I hit her I'm delivering a dinner
I fill the belly up I'm heading up for the liqueur
Oh my Godzilla were her words for realer
Bigger than your average nigga
'Cos I'm a lady killer",1,0,0,0,0,0,0,0,0,0
